"ComputerName","Instance","DatabaseName","SchemaName","TableName","ColumnName","ColumnDataType","ColumnMaxLength"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","count_tikim_bucket","Group","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","count_tikim_bucket","Group_Number","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","event_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","event_type","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","event_type_desc","varchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","yitrat_keren","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","pigurim","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","hotzaot","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","yitra_letashlum","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","schum_hafchata","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","yitra_before","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","N","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","Delta","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","SK","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","sign","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","cr_fact_ksp_events_20160131","sign_desc","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","event_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","event_type","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","event_type_desc","varchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","yitrat_keren","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","pigurim","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","hotzaot","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","yitra_letashlum","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","schum_hafchata","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","yitra_before","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","N","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","Delta","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","SK","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","sign","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","sign_desc","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","sgira_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","deleted_78_evemnts","idnt","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable","ms_hazaga","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable","gorem_name","varchar","80"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable","madorim","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable","sug_tik","varchar","40"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable","inyan","varchar","100"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable","bm","varchar","200"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable","mevutal","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable","shana","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2015","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2015","ms_hazaga","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2015","gorem_name","varchar","80"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2015","madorim","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2015","sug_tik","varchar","40"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2015","inyan","varchar","100"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2015","bm","varchar","200"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2015","mevutal","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2015","shana","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2016","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2016","ms_hazaga","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2016","gorem_name","varchar","80"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2016","madorim","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2016","sug_tik","varchar","40"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2016","inyan","varchar","100"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2016","bm","varchar","200"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2016","mevutal","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2016","shana","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2017","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2017","ms_hazaga","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2017","gorem_name","varchar","80"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2017","madorim","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2017","sug_tik","varchar","40"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2017","inyan","varchar","100"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2017","bm","varchar","200"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2017","mevutal","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2017","shana","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2018","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2018","ms_hazaga","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2018","gorem_name","varchar","80"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2018","madorim","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2018","sug_tik","varchar","40"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2018","inyan","varchar","100"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2018","bm","varchar","200"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2018","mevutal","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2018","shana","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2019","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2019","ms_hazaga","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2019","gorem_name","varchar","80"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2019","madorim","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2019","sug_tik","varchar","40"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2019","inyan","varchar","100"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2019","bm","varchar","200"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2019","mevutal","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_2019","shana","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_new","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_new","ms_hazaga","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_new","gorem_name","varchar","80"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_new","madorim","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_new","sug_tik","varchar","40"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_new","inyan","varchar","100"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_new","bm","varchar","200"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_new","mevutal","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable_new","shana","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable2019","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable2019","ms_hazaga","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable2019","gorem_name","varchar","80"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable2019","madorim","varchar","20"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable2019","sug_tik","varchar","40"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable2019","inyan","varchar","100"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable2019","bm","varchar","200"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable2019","mevutal","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","EndOfYearTable2019","shana","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","ms_zehut","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","mador","varchar","1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","ms_halich","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","shem_maasik","varchar","30"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","ktovet_maasik","varchar","35"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","maamad_taasukati","varchar","2"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","heara","varchar","30"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","hachnasa_chodshit","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","hachnasa_shnatit","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","hachnasa_taagid","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","ms_bank","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","ms_snif","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","ms_cheshbon","float",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","meida","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","tarich_n_chodshit","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","tarich_n_shnatit","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","ms_mana","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_bituch_leumi_maasikim","udkan","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastPrep","sug_mismach_desc","varchar","8000"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastPrep","ms_hagbala","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastPrep","doc_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastPrep","sug_mismach","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastPrep","serial_docnum","bigint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastPrep","next_sug_mismach","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastZimun","sug_mismach_desc","varchar","8000"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastZimun","ms_hagbala","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastZimun","doc_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastZimun","sug_mismach","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastZimun","serial_docnum","bigint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_After_LastZimun","next_sug_mismach","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_Serial","ms_hagbala","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_Serial","mismachim","nvarchar","-1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Docs_Serial","mismachim_desc","nvarchar","-1"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","tarich_mesira_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","ms_merkaz","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","sug_drisha","varchar","12"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","derech_mesira","varchar","7"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","ms_ishur_mesira","varchar","10"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","kod_ktovet","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","niman","varchar","25"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","tarich_mesira","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","nimsar","bit",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","ms_drisha_merukezet","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","cl_sug_drisha","varchar","12"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","totzaat_ishur_mesira_desc","varchar","100"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","tarich_drisha_date","date",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","derech_mesira_desc","nvarchar","50"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","makor_ktovet_desc","varchar","100"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","nimsar_desc","nvarchar","16"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","Fact_Drishot_Tashlum","totzaat_ishur_mesira","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","msd","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","cl_ms_zehut","nvarchar","9"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","ms_bakasha","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","msd_b","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","shem","varchar","25"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","tarich_bakash","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","hearot1","varchar","1000"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","status_bakasha","varchar","2"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","tarich_status","varchar","8"
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","sibat_bitul","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","tikim_no","smallint",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","tikim_sum_before","int",""
"ECA-BINA2-DWH","ECA-BINA2-DWH\DWH","MG_DW","dbo","fact_Hachlatot_Head","tikim_sum_after","int",""
